Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-10-25,Less Debt Not Subject to Limit,Unamortized Discount,36002,36143,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,25
2019-10-25,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,25
2019-10-25,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,25
2019-10-25,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,25
2019-10-25,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,25
2019-10-24,Debt Held by the Public,null,16919309,16904659,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,24
2019-10-24,Intragovernmental Holdings,null,6023851,6021943,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,24
2019-10-24,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,24
2019-10-24,Less Debt Not Subject to Limit,Unamortized Discount,36143,35760,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,24
2019-10-24,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,24
2019-10-24,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,24
2019-10-24,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,24
2019-10-24,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,24
2019-10-23,Debt Held by the Public,null,16904659,16903297,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,23
2019-10-23,Intragovernmental Holdings,null,6021943,6037642,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,23
2019-10-23,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,23
2019-10-23,Less Debt Not Subject to Limit,Unamortized Discount,35760,35901,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,23
2019-10-23,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,23
2019-10-23,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,23
2019-10-23,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,23
2019-10-23,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,23
2019-10-22,Debt Held by the Public,null,16903297,16892962,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,22
2019-10-22,Intragovernmental Holdings,null,6037642,6029493,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,22
2019-10-22,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,22
2019-10-22,Less Debt Not Subject to Limit,Unamortized Discount,35901,35866,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,22
2019-10-22,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,22
2019-10-22,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,22
2019-10-22,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,22
2019-10-22,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,22
2019-10-21,Debt Held by the Public,null,16892962,16893139,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,21
2019-10-21,Intragovernmental Holdings,null,6029493,6025754,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,21
2019-10-21,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,21
2019-10-21,Less Debt Not Subject to Limit,Unamortized Discount,35866,36291,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,21
2019-10-21,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,21
2019-10-21,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,21
2019-10-21,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,21
2019-10-21,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,21
2019-10-18,Debt Held by the Public,null,16893139,16893172,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,18
2019-10-18,Intragovernmental Holdings,null,6025754,6025623,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,18
2019-10-18,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,18
2019-10-18,Less Debt Not Subject to Limit,Unamortized Discount,36291,36433,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,18
2019-10-18,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,18
2019-10-18,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,18
2019-10-18,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,18
2019-10-18,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,18
2019-10-17,Debt Held by the Public,null,16893172,16876992,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,17
2019-10-17,Intragovernmental Holdings,null,6025623,6020821,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,17
2019-10-17,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,17
2019-10-17,Less Debt Not Subject to Limit,Unamortized Discount,36433,36045,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,17
2019-10-17,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,17
2019-10-17,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,17
2019-10-17,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,17
2019-10-17,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,17
2019-10-16,Debt Held by the Public,null,16876992,16875490,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,16
2019-10-16,Intragovernmental Holdings,null,6020821,6027399,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,16
2019-10-16,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,16
2019-10-16,Less Debt Not Subject to Limit,Unamortized Discount,36045,36187,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,16
2019-10-16,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,16
2019-10-16,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,16
2019-10-16,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,16
2019-10-16,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,16
2019-10-15,Debt Held by the Public,null,16875490,16825473,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,15
2019-10-15,Intragovernmental Holdings,null,6027399,6018145,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,15
2019-10-15,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,15
2019-10-15,Less Debt Not Subject to Limit,Unamortized Discount,36187,36590,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,15
2019-10-15,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,15
2019-10-15,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,15
2019-10-15,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,15
2019-10-15,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,15
2019-10-11,Debt Held by the Public,null,16825473,16825549,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,11
2019-10-11,Intragovernmental Holdings,null,6018145,6017200,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,11
2019-10-11,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,11
2019-10-11,Less Debt Not Subject to Limit,Unamortized Discount,36590,36734,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,11
2019-10-11,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,11
2019-10-11,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,11
2019-10-11,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,11
2019-10-11,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,11
2019-10-10,Debt Held by the Public,null,16825549,16808686,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,10
2019-10-10,Intragovernmental Holdings,null,6017200,6015173,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,10
2019-10-10,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,10
2019-10-10,Less Debt Not Subject to Limit,Unamortized Discount,36734,35876,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,10
2019-10-10,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,10
2019-10-10,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,10
2019-10-10,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,10
2019-10-10,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,10
2019-10-09,Debt Held by the Public,null,16808686,16808700,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,09
2019-10-09,Intragovernmental Holdings,null,6015173,6030653,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,09
2019-10-09,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,09
2019-10-09,Less Debt Not Subject to Limit,Unamortized Discount,35876,36021,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,09
2019-10-09,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,09
2019-10-09,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,09
2019-10-09,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,09
2019-10-09,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,09
2019-10-08,Debt Held by the Public,null,16808700,16817662,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,08
2019-10-08,Intragovernmental Holdings,null,6030653,6019243,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,08
2019-10-08,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,08
2019-10-08,Less Debt Not Subject to Limit,Unamortized Discount,36021,35999,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,08
2019-10-08,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,08
2019-10-08,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,08
2019-10-08,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,08
2019-10-08,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,08
2019-10-07,Debt Held by the Public,null,16817662,16817670,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,07
2019-10-07,Intragovernmental Holdings,null,6019243,6016760,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,07
2019-10-07,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,07
2019-10-07,Less Debt Not Subject to Limit,Unamortized Discount,35999,36438,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,07
2019-10-07,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,07
2019-10-07,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,07
2019-10-07,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,07
2019-10-07,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,07
2019-10-04,Debt Held by the Public,null,16817670,16818109,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,04
2019-10-04,Intragovernmental Holdings,null,6016760,6011346,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,04
2019-10-04,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,04
2019-10-04,Less Debt Not Subject to Limit,Unamortized Discount,36438,36585,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,04
2019-10-04,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,04
2019-10-04,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,04
2019-10-04,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,04
2019-10-04,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,04
2019-10-03,Debt Held by the Public,null,16818109,16804268,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,03
2019-10-03,Intragovernmental Holdings,null,6011346,6023267,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,03
2019-10-03,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,03
2019-10-03,Less Debt Not Subject to Limit,Unamortized Discount,36585,36141,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,03
2019-10-03,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,03
2019-10-03,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,03
2019-10-03,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,03
2019-10-03,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,03
2019-10-02,Debt Held by the Public,null,16804268,16803227,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,02
2019-10-02,Intragovernmental Holdings,null,6023267,5995252,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,02
2019-10-02,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,02
2019-10-02,Less Debt Not Subject to Limit,Unamortized Discount,36141,23533,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,02
2019-10-02,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,02
2019-10-02,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,02
2019-10-02,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,02
2019-10-02,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,02
2019-10-01,Debt Held by the Public,null,16803227,16809092,16809092,16809092,III-C,Debt Subject to Limit,Balance Transactions,1,2020,1,2019,4,10,01
2019-10-01,Intragovernmental Holdings,null,5995252,5910309,5910309,5910309,III-C,Debt Subject to Limit,Balance Transactions,2,2020,1,2019,4,10,01
2019-10-01,Less Debt Not Subject to Limit,Other Debt,479,479,479,479,III-C,Debt Subject to Limit,Balance Transactions,4,2020,1,2019,4,10,01
2019-10-01,Less Debt Not Subject to Limit,Unamortized Discount,23533,23497,23497,23497,III-C,Debt Subject to Limit,Balance Transactions,5,2020,1,2019,4,10,01
2019-10-01,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,8809,III-C,Debt Subject to Limit,Balance Transactions,6,2020,1,2019,4,10,01
2019-10-01,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2020,1,2019,4,10,01
2019-10-01,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2020,1,2019,4,10,01
2019-10-01,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2020,1,2019,4,10,01
2019-09-30,Debt Held by the Public,null,16809092,16764390,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,30
2019-09-30,Intragovernmental Holdings,null,5910309,5858294,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,30
2019-09-30,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,30
2019-09-30,Less Debt Not Subject to Limit,Unamortized Discount,23497,23384,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,30
2019-09-30,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,30
2019-09-30,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,30
2019-09-30,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,30
2019-09-30,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,30
2019-09-27,Debt Held by the Public,null,16764390,16746339,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,27
2019-09-27,Intragovernmental Holdings,null,5858294,5863618,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,27
2019-09-27,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,27
2019-09-27,Less Debt Not Subject to Limit,Unamortized Discount,23384,23530,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,27
2019-09-27,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,27
2019-09-27,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,27
2019-09-27,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,27
2019-09-27,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,27
2019-09-26,Debt Held by the Public,null,16746339,16733464,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,26
2019-09-26,Intragovernmental Holdings,null,5863618,5873965,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,26
2019-09-26,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,26
2019-09-26,Less Debt Not Subject to Limit,Unamortized Discount,23530,23063,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,26
2019-09-26,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,26
2019-09-26,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,26
2019-09-26,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,26
2019-09-26,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,26
2019-09-25,Debt Held by the Public,null,16733464,16733330,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,25
2019-09-25,Intragovernmental Holdings,null,5873965,5889441,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,25
2019-09-25,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,25
2019-09-25,Less Debt Not Subject to Limit,Unamortized Discount,23063,23209,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,25
2019-09-25,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,25
2019-09-25,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,25
2019-09-25,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,25
2019-09-25,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,25
2019-09-24,Debt Held by the Public,null,16733330,16737257,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,24
2019-09-24,Intragovernmental Holdings,null,5889441,5873197,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,24
2019-09-24,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,24
2019-09-24,Less Debt Not Subject to Limit,Unamortized Discount,23209,23165,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,24
2019-09-24,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,24
