Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-04-01,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,3,2025,2,04,01
2025-03-31,Debt Held by the Public,null,28909509,28918638,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,31
2025-03-31,Intragovernmental Holdings,null,7304802,7297833,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,31
2025-03-31,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,31
2025-03-31,Debt Not Subject to Limit,Unamortized Discount (-),105350,107511,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,31
2025-03-31,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,31
2025-03-31,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,31
2025-03-31,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,31
2025-03-28,Debt Held by the Public,null,28918638,28921459,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,28
2025-03-28,Intragovernmental Holdings,null,7297833,7295745,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,28
2025-03-28,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,28
2025-03-28,Debt Not Subject to Limit,Unamortized Discount (-),107511,108244,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,28
2025-03-28,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,28
2025-03-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,28
2025-03-28,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,28
2025-03-27,Debt Held by the Public,null,28921459,28922609,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,27
2025-03-27,Intragovernmental Holdings,null,7295745,7292748,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,27
2025-03-27,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,27
2025-03-27,Debt Not Subject to Limit,Unamortized Discount (-),108244,106397,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,27
2025-03-27,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,27
2025-03-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,27
2025-03-27,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,27
2025-03-26,Debt Held by the Public,null,28922609,28900195,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,26
2025-03-26,Intragovernmental Holdings,null,7292748,7315899,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,26
2025-03-26,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,26
2025-03-26,Debt Not Subject to Limit,Unamortized Discount (-),106397,107133,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,26
2025-03-26,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,26
2025-03-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,26
2025-03-26,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,26
2025-03-25,Debt Held by the Public,null,28900195,28924758,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,25
2025-03-25,Intragovernmental Holdings,null,7315899,7290501,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,25
2025-03-25,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,25
2025-03-25,Debt Not Subject to Limit,Unamortized Discount (-),107133,106299,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,25
2025-03-25,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,25
2025-03-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,25
2025-03-25,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,25
2025-03-24,Debt Held by the Public,null,28924758,28927403,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,24
2025-03-24,Intragovernmental Holdings,null,7290501,7290078,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,24
2025-03-24,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,24
2025-03-24,Debt Not Subject to Limit,Unamortized Discount (-),106299,108521,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,24
2025-03-24,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,24
2025-03-24,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,24
2025-03-24,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,24
2025-03-21,Debt Held by the Public,null,28927403,28931004,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,21
2025-03-21,Intragovernmental Holdings,null,7290078,7287218,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,21
2025-03-21,Debt Not Subject to Limit,Other Debt (-),475,475,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,21
2025-03-21,Debt Not Subject to Limit,Unamortized Discount (-),108521,109262,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,21
2025-03-21,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,21
2025-03-21,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,21
2025-03-21,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,21
2025-03-20,Debt Held by the Public,null,28931004,28931615,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,20
2025-03-20,Intragovernmental Holdings,null,7287218,7282853,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,20
2025-03-20,Debt Not Subject to Limit,Other Debt (-),475,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,20
2025-03-20,Debt Not Subject to Limit,Unamortized Discount (-),109262,105508,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,20
2025-03-20,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,20
2025-03-20,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,20
2025-03-20,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,20
2025-03-19,Debt Held by the Public,null,28931615,28908695,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,19
2025-03-19,Intragovernmental Holdings,null,7282853,7306518,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,19
2025-03-19,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,19
2025-03-19,Debt Not Subject to Limit,Unamortized Discount (-),105508,106253,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,19
2025-03-19,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,19
2025-03-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,19
2025-03-19,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,19
2025-03-18,Debt Held by the Public,null,28908695,28928035,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,18
2025-03-18,Intragovernmental Holdings,null,7306518,7286359,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,18
2025-03-18,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,18
2025-03-18,Debt Not Subject to Limit,Unamortized Discount (-),106253,105434,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,18
2025-03-18,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,18
2025-03-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,18
2025-03-18,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,18
2025-03-17,Debt Held by the Public,null,28928035,28937109,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,17
2025-03-17,Intragovernmental Holdings,null,7286359,7279547,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,17
2025-03-17,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,17
2025-03-17,Debt Not Subject to Limit,Unamortized Discount (-),105434,107696,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,17
2025-03-17,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,17
2025-03-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,17
2025-03-17,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,17
2025-03-14,Debt Held by the Public,null,28937109,28910212,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,14
2025-03-14,Intragovernmental Holdings,null,7279547,7307198,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,14
2025-03-14,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,14
2025-03-14,Debt Not Subject to Limit,Unamortized Discount (-),107696,108450,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,14
2025-03-14,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,14
2025-03-14,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,14
2025-03-14,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,14
2025-03-13,Debt Held by the Public,null,28910212,28912908,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,13
2025-03-13,Intragovernmental Holdings,null,7307198,7302680,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,13
2025-03-13,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,13
2025-03-13,Debt Not Subject to Limit,Unamortized Discount (-),108450,106629,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,13
2025-03-13,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,13
2025-03-13,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,13
2025-03-13,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,13
2025-03-12,Debt Held by the Public,null,28912908,28890925,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,12
2025-03-12,Intragovernmental Holdings,null,7302680,7325421,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,12
2025-03-12,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,12
2025-03-12,Debt Not Subject to Limit,Unamortized Discount (-),106629,107386,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,12
2025-03-12,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,12
2025-03-12,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,12
2025-03-12,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,12
2025-03-11,Debt Held by the Public,null,28890925,28903192,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,11
2025-03-11,Intragovernmental Holdings,null,7325421,7312344,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,11
2025-03-11,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,11
2025-03-11,Debt Not Subject to Limit,Unamortized Discount (-),107386,106576,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,11
2025-03-11,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,11
2025-03-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,11
2025-03-11,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,11
2025-03-10,Debt Held by the Public,null,28903192,28909914,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,10
2025-03-10,Intragovernmental Holdings,null,7312344,7307911,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,10
2025-03-10,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,10
2025-03-10,Debt Not Subject to Limit,Unamortized Discount (-),106576,108864,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,10
2025-03-10,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,10
2025-03-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,10
2025-03-10,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,10
2025-03-07,Debt Held by the Public,null,28909914,28910964,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,07
2025-03-07,Intragovernmental Holdings,null,7307911,7307623,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,07
2025-03-07,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,07
2025-03-07,Debt Not Subject to Limit,Unamortized Discount (-),108864,109627,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,07
2025-03-07,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,07
2025-03-07,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,07
2025-03-07,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,07
2025-03-06,Debt Held by the Public,null,28910964,28904525,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,06
2025-03-06,Intragovernmental Holdings,null,7307623,7312171,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,06
2025-03-06,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,06
2025-03-06,Debt Not Subject to Limit,Unamortized Discount (-),109627,107735,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,06
2025-03-06,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,06
2025-03-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,06
2025-03-06,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,06
2025-03-05,Debt Held by the Public,null,28904525,28906020,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,05
2025-03-05,Intragovernmental Holdings,null,7312171,7311438,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,05
2025-03-05,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,05
2025-03-05,Debt Not Subject to Limit,Unamortized Discount (-),107735,108498,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,05
2025-03-05,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,05
2025-03-05,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,05
2025-03-05,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,05
2025-03-04,Debt Held by the Public,null,28906020,28930823,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,04
2025-03-04,Intragovernmental Holdings,null,7311438,7285804,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,04
2025-03-04,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,04
2025-03-04,Debt Not Subject to Limit,Unamortized Discount (-),108498,107667,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,04
2025-03-04,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,04
2025-03-04,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,04
2025-03-04,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,04
2025-03-03,Debt Held by the Public,null,28930823,28914411,28914411,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,03,03
2025-03-03,Intragovernmental Holdings,null,7285804,7304513,7304513,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,03,03
2025-03-03,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,03,03
2025-03-03,Debt Not Subject to Limit,Unamortized Discount (-),107667,109963,109963,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,03,03
2025-03-03,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,03,03
2025-03-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,03,03
2025-03-03,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,03,03
2025-02-28,Debt Held by the Public,null,28914411,28855107,28911509,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,02,28
2025-02-28,Intragovernmental Holdings,null,7304513,7366843,7308698,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,02,28
2025-02-28,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,02,28
2025-02-28,Debt Not Subject to Limit,Unamortized Discount (-),109963,112990,111247,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,02,28
2025-02-28,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,02,28
2025-02-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,02,28
2025-02-28,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,02,28
2025-02-27,Debt Held by the Public,null,28855107,28855310,28911509,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,02,27
2025-02-27,Intragovernmental Holdings,null,7366843,7364671,7308698,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,02,27
2025-02-27,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,02,27
2025-02-27,Debt Not Subject to Limit,Unamortized Discount (-),112990,111021,111247,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,02,27
2025-02-27,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,02,27
2025-02-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,02,27
2025-02-27,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,02,27
2025-02-26,Debt Held by the Public,null,28855310,28837113,28911509,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,02,26
2025-02-26,Intragovernmental Holdings,null,7364671,7383637,7308698,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,02,26
2025-02-26,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,02,26
2025-02-26,Debt Not Subject to Limit,Unamortized Discount (-),111021,111790,111247,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,02,26
2025-02-26,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,02,26
2025-02-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,02,26
2025-02-26,Statutory Debt Limit,null,36103996,36103996,36103996,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2025,2,2025,1,02,26
2025-02-25,Debt Held by the Public,null,28837113,28846870,28911509,28307312,IIIC,Debt Subject to Limit,Balance Transactions,1,2025,2,2025,1,02,25
2025-02-25,Intragovernmental Holdings,null,7383637,7373009,7308698,7157362,IIIC,Debt Subject to Limit,Balance Transactions,2,2025,2,2025,1,02,25
2025-02-25,Debt Not Subject to Limit,Other Debt (-),476,476,476,476,IIIC,Debt Subject to Limit,Balance Transactions,4,2025,2,2025,1,02,25
2025-02-25,Debt Not Subject to Limit,Unamortized Discount (-),111790,110918,111247,104828,IIIC,Debt Subject to Limit,Balance Transactions,5,2025,2,2025,1,02,25
2025-02-25,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,4514,IIIC,Debt Subject to Limit,Balance Transactions,6,2025,2,2025,1,02,25
2025-02-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2025,2,2025,1,02,25
